TimeStamp,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,DailyIncreaseTax
2020-03-23 20:38:13,Grenada,1,0.0,0.0,0.0,0.0,1,0.0,9,0.0
2020-03-23 20:38:13,Vatican City,1,0.0,0.0,0.0,0.0,1,0.0,"1,248",0.0
2020-03-23 20:38:13,Montserrat,1,0.0,0.0,0.0,0.0,1,0.0,200,0.0
2020-03-23 20:38:13,Mozambique,1,0.0,0.0,0.0,0.0,1,0.0,0.03,0.0
2020-03-23 20:38:13,Papua New Guinea,1,0.0,0.0,0.0,0.0,1,0.0,0.1,0.0
2020-03-23 20:38:13,St. Vincent Grenadines,1,0.0,0.0,0.0,0.0,1,0.0,9,0.0
2020-03-23 20:38:13,Somalia,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 20:38:13,Syria,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 20:38:13,Timor-Leste,1,0.0,0.0,0.0,0.0,1,0.0,0.8,0.0
2020-03-23 20:38:13,Turks and Caicos,1,1.0,0.0,0.0,0.0,1,0.0,26,0.0
2020-03-23 21:49:54,China,81093,0.0,3270.0,0.0,72703.0,5120,1749.0,56,0.0
2020-03-23 21:49:54,Italy,63927,4789.0,6077.0,601.0,7432.0,50418,3204.0,"1,057",0.08098008048970207
2020-03-23 21:49:54,USA,43718,10152.0,552.0,139.0,295.0,42871,1040.0,132,0.30244890663171065
2020-03-23 21:49:54,Spain,35136,6368.0,2311.0,539.0,3355.0,29470,2355.0,751,0.22135706340378203
2020-03-23 21:49:54,Germany,29056,4183.0,123.0,29.0,453.0,28480,23.0,347,0.16817432557391543
2020-03-23 21:49:54,Iran,23049,1411.0,1812.0,127.0,8376.0,12861,0.0,274,0.06520935391440985
2020-03-23 21:49:54,France,19856,3838.0,860.0,186.0,2200.0,16796,2082.0,304,0.23960544387563987
2020-03-23 21:49:54,S. Korea,8961,64.0,111.0,7.0,3166.0,5684,59.0,175,0.007193435989659491
2020-03-23 21:49:54,Switzerland,8795,1321.0,120.0,22.0,131.0,8544,141.0,"1,016",0.17674605298367685
2020-03-23 21:49:54,UK,6650,967.0,335.0,54.0,135.0,6180,20.0,98,0.17015660742565553
2020-03-23 21:49:54,Netherlands,4749,545.0,213.0,34.0,2.0,4534,435.0,277,0.12963843958135102
2020-03-23 21:49:54,Austria,4474,892.0,21.0,5.0,9.0,4444,14.0,497,0.24902289223897256
2020-03-23 21:49:54,Belgium,3743,342.0,88.0,13.0,401.0,3254,322.0,323,0.1005586592178771
2020-03-23 21:49:54,Norway,2621,236.0,10.0,3.0,6.0,2605,41.0,483,0.0989517819706498
2020-03-23 21:49:54,Canada,2091,621.0,24.0,4.0,320.0,1747,1.0,55,0.4224489795918367
2020-03-23 21:49:54,Portugal,2060,460.0,23.0,9.0,14.0,2023,47.0,202,0.2875000000000001
2020-03-23 21:49:54,Sweden,2046,112.0,25.0,4.0,16.0,2005,104.0,203,0.05791106514994837
2020-03-23 21:49:54,Brazil,1924,378.0,34.0,9.0,2.0,1888,18.0,9,0.24450194049159113
2020-03-23 21:49:54,Australia,1887,278.0,7.0,0.0,118.0,1762,11.0,74,0.17277812305779983
2020-03-23 21:49:54,Turkey,1529,293.0,37.0,7.0,0.0,1492,0.0,18,0.2370550161812297
2020-03-23 21:49:54,Malaysia,1518,212.0,14.0,4.0,159.0,1345,57.0,47,0.16232771822358338
2020-03-23 21:49:54,Denmark,1450,55.0,24.0,11.0,1.0,1425,55.0,250,0.03942652329749108
2020-03-23 21:49:54,Israel,1442,371.0,1.0,0.0,41.0,1400,29.0,167,0.34640522875817004
2020-03-23 21:49:54,Czechia,1236,116.0,1.0,0.0,7.0,1228,19.0,115,0.10357142857142865
2020-03-23 21:49:54,Japan,1128,27.0,42.0,1.0,235.0,851,49.0,9,0.02452316076294281
2020-03-23 21:49:54,Ireland,1125,219.0,6.0,2.0,5.0,1114,29.0,228,0.24172185430463577
2020-03-23 21:49:54,Ecuador,981,192.0,18.0,4.0,3.0,960,2.0,56,0.24334600760456282
2020-03-23 21:49:54,Luxembourg,875,77.0,8.0,0.0,6.0,861,3.0,"1,398",0.09649122807017552
2020-03-23 21:49:54,Pakistan,875,99.0,6.0,1.0,13.0,856,0.0,4,0.12757731958762886
2020-03-23 21:49:54,Poland,749,115.0,8.0,1.0,13.0,728,3.0,20,0.1813880126182965
2020-03-23 21:49:54,Chile,746,114.0,2.0,1.0,11.0,733,7.0,39,0.1803797468354431
2020-03-23 21:49:54,Thailand,721,122.0,1.0,0.0,52.0,668,7.0,10,0.20367278797996669
2020-03-23 21:49:54,Diamond Princess,712,0.0,8.0,0.0,567.0,137,15.0,,0.0
2020-03-23 21:49:54,Finland,700,74.0,1.0,0.0,10.0,689,13.0,126,0.1182108626198084
2020-03-23 21:49:54,Greece,695,71.0,17.0,2.0,29.0,649,35.0,67,0.11378205128205132
2020-03-23 21:49:54,Iceland,588,20.0,1.0,0.0,51.0,536,14.0,"1,723",0.035211267605633756
2020-03-23 21:49:54,Indonesia,579,65.0,49.0,1.0,30.0,500,0.0,2,0.1264591439688716
2020-03-23 21:49:54,Romania,576,143.0,7.0,4.0,73.0,496,15.0,30,0.3302540415704387
2020-03-23 21:49:54,Saudi Arabia,562,51.0,0.0,0.0,19.0,543,0.0,16,0.09980430528375739
2020-03-23 21:49:54,Singapore,509,54.0,2.0,0.0,152.0,355,14.0,87,0.1186813186813187
2020-03-23 21:49:54,Qatar,501,7.0,0.0,0.0,33.0,468,6.0,174,0.014170040485830038
2020-03-23 21:49:54,India,499,103.0,10.0,3.0,34.0,455,0.0,0.4,0.26010101010101017
2020-03-23 21:49:54,Philippines,462,82.0,33.0,8.0,18.0,411,1.0,4,0.21578947368421053
2020-03-23 21:49:54,Slovenia,442,28.0,3.0,1.0,0.0,439,12.0,213,0.06763285024154597
2020-03-23 21:49:54,Russia,438,71.0,1.0,0.0,17.0,420,0.0,3,0.19346049046321534
2020-03-23 21:49:54,South Africa,402,128.0,0.0,0.0,4.0,398,0.0,7,0.46715328467153294
2020-03-23 21:49:54,Peru,395,32.0,5.0,0.0,1.0,389,19.0,12,0.0881542699724518
2020-03-23 21:49:54,Bahrain,377,43.0,2.0,0.0,164.0,211,3.0,222,0.12874251497005984
2020-03-23 21:49:54,Egypt,366,39.0,19.0,5.0,68.0,279,0.0,4,0.11926605504587151
2020-03-23 21:49:54,Hong Kong,356,38.0,4.0,0.0,100.0,252,4.0,47,0.11949685534591192
2020-03-23 21:49:54,Estonia,352,26.0,0.0,0.0,4.0,348,4.0,265,0.07975460122699385
2020-03-23 21:49:54,Panama,345,32.0,6.0,3.0,1.0,338,33.0,80,0.10223642172523961
2020-03-23 21:49:54,Mexico,316,65.0,3.0,1.0,4.0,309,1.0,2,0.2589641434262948
2020-03-23 21:49:54,Croatia,315,61.0,1.0,0.0,5.0,309,5.0,77,0.24015748031496065
2020-03-23 21:49:54,Argentina,301,35.0,4.0,0.0,51.0,246,0.0,7,0.13157894736842102
2020-03-23 21:49:54,Colombia,277,46.0,3.0,1.0,3.0,271,0.0,5,0.19913419913419905
2020-03-23 21:49:54,Lebanon,267,19.0,4.0,0.0,8.0,255,4.0,39,0.0766129032258065
2020-03-23 21:49:54,Iraq,266,33.0,23.0,3.0,62.0,181,0.0,7,0.14163090128755362
2020-03-23 21:49:54,Serbia,249,27.0,3.0,1.0,3.0,243,12.0,28,0.12162162162162171
2020-03-23 21:49:54,Dominican Republic,245,43.0,3.0,0.0,3.0,239,0.0,23,0.21287128712871284
2020-03-23 21:49:54,Armenia,235,41.0,0.0,0.0,2.0,233,6.0,79,0.21134020618556693
2020-03-23 21:49:54,Algeria,230,29.0,17.0,0.0,65.0,148,0.0,5,0.14427860696517403
2020-03-23 21:49:54,Bulgaria,201,14.0,3.0,0.0,3.0,195,8.0,29,0.07486631016042788
2020-03-23 21:49:54,UAE,198,45.0,2.0,0.0,41.0,155,2.0,20,0.2941176470588236
2020-03-23 21:49:54,Taiwan,195,26.0,2.0,0.0,28.0,165,0.0,8,0.15384615384615374
2020-03-23 21:49:54,Kuwait,189,1.0,0.0,0.0,30.0,159,5.0,44,0.005319148936170137
2020-03-23 21:49:54,San Marino,187,12.0,20.0,0.0,4.0,163,13.0,"5,511",0.0685714285714285
2020-03-23 21:49:54,Slovakia,186,1.0,0.0,0.0,7.0,179,2.0,34,0.00540540540540535
2020-03-23 21:49:54,Latvia,180,41.0,0.0,0.0,1.0,179,0.0,95,0.29496402877697836
2020-03-23 21:49:54,Lithuania,179,36.0,1.0,0.0,1.0,177,1.0,66,0.25174825174825166
2020-03-23 21:49:54,Hungary,167,36.0,7.0,1.0,16.0,144,6.0,17,0.2748091603053435
2020-03-23 21:49:54,Uruguay,162,4.0,0.0,0.0,0.0,162,3.0,47,0.025316455696202445
2020-03-23 21:49:54,Costa Rica,158,24.0,2.0,0.0,2.0,154,2.0,31,0.17910447761194037
2020-03-23 21:49:54,Morocco,143,28.0,4.0,0.0,5.0,134,1.0,4,0.24347826086956514
2020-03-23 21:49:54,North Macedonia,136,21.0,2.0,1.0,1.0,133,1.0,65,0.18260869565217397
2020-03-23 21:49:54,Bosnia and Herzegovina,136,10.0,1.0,0.0,2.0,133,1.0,41,0.0793650793650793
2020-03-23 21:49:54,Andorra,133,20.0,1.0,0.0,1.0,131,2.0,"1,721",0.17699115044247793
2020-03-23 21:49:54,Jordan,127,15.0,0.0,0.0,1.0,126,0.0,12,0.1339285714285714
2020-03-23 21:49:54,Vietnam,123,10.0,0.0,0.0,17.0,106,2.0,1,0.08849557522123885
2020-03-23 21:49:54,Faeroe Islands,118,3.0,0.0,0.0,23.0,95,0.0,"2,415",0.026086956521739202
2020-03-23 21:49:54,Cyprus,116,21.0,1.0,0.0,3.0,112,3.0,96,0.2210526315789474
2020-03-23 21:49:54,Moldova,109,15.0,1.0,0.0,2.0,106,3.0,27,0.15957446808510634
2020-03-23 21:49:54,Malta,107,17.0,0.0,0.0,2.0,105,1.0,242,0.18888888888888888
2020-03-23 21:49:54,Albania,104,15.0,4.0,2.0,2.0,98,2.0,36,0.1685393258426966
2020-03-23 21:49:54,New Zealand,102,0.0,0.0,0.0,0.0,102,0.0,21,0.0
2020-03-23 21:49:54,Burkina Faso,99,24.0,4.0,0.0,5.0,90,0.0,5,0.32000000000000006
2020-03-23 21:49:54,Sri Lanka,97,15.0,0.0,0.0,2.0,95,2.0,5,0.18292682926829262
2020-03-23 21:49:54,Brunei,91,3.0,0.0,0.0,2.0,89,2.0,208,0.03409090909090917
2020-03-23 21:49:54,Tunisia,89,14.0,3.0,0.0,1.0,85,11.0,8,0.18666666666666676
2020-03-23 21:49:54,Cambodia,87,3.0,0.0,0.0,2.0,85,1.0,5,0.03571428571428581
2020-03-23 21:49:54,Belarus,81,5.0,0.0,0.0,22.0,59,0.0,9,0.06578947368421062
2020-03-23 21:49:54,Senegal,79,12.0,0.0,0.0,8.0,71,0.0,5,0.17910447761194037
2020-03-23 21:49:54,Venezuela,77,7.0,0.0,0.0,15.0,62,2.0,3,0.10000000000000009
2020-03-23 21:49:54,Ukraine,73,0.0,3.0,0.0,1.0,69,0.0,2,0.0
2020-03-23 21:49:54,Azerbaijan,72,7.0,1.0,0.0,10.0,61,3.0,7,0.10769230769230775
2020-03-23 21:49:54,Réunion,71,7.0,0.0,0.0,1.0,70,0.0,79,0.109375
2020-03-23 21:49:54,Oman,66,11.0,0.0,0.0,17.0,49,0.0,13,0.19999999999999996
2020-03-23 21:49:54,Guadeloupe,62,4.0,1.0,0.0,0.0,61,4.0,155,0.06896551724137923
2020-03-23 21:49:54,Kazakhstan,62,2.0,0.0,0.0,0.0,62,0.0,3,0.03333333333333344
2020-03-23 21:49:54,Georgia,61,7.0,0.0,0.0,8.0,53,1.0,15,0.12962962962962954
2020-03-23 21:49:54,Palestine,59,0.0,0.0,0.0,17.0,42,0.0,12,0.0
2020-03-23 21:49:54,Cameroon,56,16.0,0.0,0.0,2.0,54,0.0,2,0.3999999999999999
2020-03-23 21:49:54,Martinique,53,9.0,1.0,0.0,0.0,52,7.0,141,0.20454545454545459
2020-03-23 21:49:54,Liechtenstein,51,14.0,0.0,0.0,0.0,51,0.0,"1,338",0.3783783783783783
2020-03-23 21:49:54,Trinidad and Tobago,51,1.0,0.0,0.0,0.0,51,0.0,36,0.020000000000000018
2020-03-23 21:49:54,Uzbekistan,46,3.0,0.0,0.0,0.0,46,0.0,1,0.06976744186046502
2020-03-23 21:49:54,Afghanistan,40,0.0,1.0,0.0,1.0,38,0.0,1,0.0
2020-03-23 21:49:54,Cuba,40,5.0,1.0,0.0,0.0,39,3.0,4,0.1428571428571428
2020-03-23 21:49:54,Nigeria,40,10.0,1.0,1.0,2.0,37,0.0,0.2,0.33333333333333326
2020-03-23 21:49:54,Mauritius,36,8.0,2.0,0.0,0.0,34,1.0,28,0.2857142857142858
2020-03-23 21:49:54,DRC,36,6.0,1.0,0.0,0.0,35,0.0,0.4,0.19999999999999996
2020-03-23 21:49:54,Channel Islands,36,4.0,0.0,0.0,0.0,36,0.0,207,0.125
2020-03-23 21:49:54,Rwanda,36,17.0,0.0,0.0,0.0,36,0.0,3,0.894736842105263
2020-03-23 21:49:54,Bangladesh,33,6.0,3.0,1.0,5.0,25,0.0,0.2,0.22222222222222232
2020-03-23 21:49:54,Puerto Rico,31,8.0,2.0,1.0,1.0,28,0.0,11,0.34782608695652173
2020-03-23 21:49:54,Honduras,30,4.0,0.0,0.0,0.0,30,0.0,3,0.15384615384615374
2020-03-23 21:49:54,Guam,29,2.0,1.0,0.0,0.0,28,0.0,172,0.07407407407407418
2020-03-23 21:49:54,Ghana,27,4.0,2.0,1.0,0.0,25,0.0,0.9,0.17391304347826098
2020-03-23 21:49:54,Montenegro,27,6.0,1.0,1.0,0.0,26,0.0,43,0.2857142857142858
2020-03-23 21:49:54,Bolivia,27,3.0,0.0,0.0,0.0,27,0.0,2,0.125
2020-03-23 21:49:54,Macao,25,3.0,0.0,0.0,10.0,15,0.0,39,0.13636363636363646
2020-03-23 21:49:54,Ivory Coast,25,11.0,0.0,0.0,2.0,23,0.0,0.9,0.7857142857142858
2020-03-23 21:49:54,Mayotte,24,13.0,0.0,0.0,0.0,24,0.0,88,1.1818181818181817
2020-03-23 21:49:54,Monaco,23,0.0,0.0,0.0,1.0,22,0.0,586,0.0
2020-03-23 21:49:54,Paraguay,22,0.0,1.0,0.0,0.0,21,1.0,3,0.0
2020-03-23 21:49:54,Guatemala,20,1.0,1.0,0.0,0.0,19,0.0,1,0.05263157894736836
2020-03-23 21:49:54,Guyana,20,1.0,1.0,0.0,0.0,19,0.0,25,0.05263157894736836
2020-03-23 21:49:54,French Guiana,20,2.0,0.0,0.0,6.0,14,0.0,67,0.11111111111111116
2020-03-23 21:49:54,Jamaica,19,0.0,1.0,0.0,2.0,16,0.0,6,0.0
2020-03-23 21:49:54,French Polynesia,18,0.0,0.0,0.0,0.0,18,0.0,64,0.0
2020-03-23 21:49:54,Togo,18,2.0,0.0,0.0,0.0,18,0.0,2,0.125
2020-03-23 21:49:54,Barbados,17,3.0,0.0,0.0,0.0,17,0.0,59,0.2142857142857142
2020-03-23 21:49:54,U.S. Virgin Islands,17,11.0,0.0,0.0,0.0,17,0.0,163,1.8333333333333335
2020-03-23 21:49:54,Kenya,16,1.0,0.0,0.0,0.0,16,0.0,0.3,0.06666666666666665
2020-03-23 21:49:54,Kyrgyzstan,16,2.0,0.0,0.0,0.0,16,0.0,2,0.1428571428571428
2020-03-23 21:49:54,Gibraltar,15,0.0,0.0,0.0,5.0,10,0.0,445,0.0
2020-03-23 21:49:54,Isle of Man,13,8.0,0.0,0.0,0.0,13,0.0,153,1.6
2020-03-23 21:49:54,Maldives,13,0.0,0.0,0.0,5.0,8,0.0,24,0.0
2020-03-23 21:49:54,Madagascar,12,9.0,0.0,0.0,0.0,12,0.0,0.4,3.0
2020-03-23 21:49:54,Tanzania,12,0.0,0.0,0.0,0.0,12,0.0,0.2,0.0
2020-03-23 21:49:54,Ethiopia,11,0.0,0.0,0.0,0.0,11,0.0,0.10,0.0
2020-03-23 21:49:54,Mongolia,10,0.0,0.0,0.0,0.0,10,0.0,3,0.0
2020-03-23 21:49:54,Aruba,9,0.0,0.0,0.0,1.0,8,0.0,84,0.0
2020-03-23 21:49:54,Equatorial Guinea,9,3.0,0.0,0.0,0.0,9,0.0,6,0.5
2020-03-23 21:49:54,Uganda,9,8.0,0.0,0.0,0.0,9,0.0,0.2,8.0
2020-03-23 21:49:54,New Caledonia,8,4.0,0.0,0.0,0.0,8,0.0,28,1.0
2020-03-23 21:49:54,Saint Martin,8,3.0,0.0,0.0,0.0,8,0.0,207,0.6000000000000001
2020-03-23 21:49:54,Seychelles,7,0.0,0.0,0.0,0.0,7,0.0,71,0.0
2020-03-23 21:49:54,Bermuda,6,0.0,0.0,0.0,0.0,6,0.0,96,0.0
2020-03-23 21:49:54,Haiti,6,4.0,0.0,0.0,0.0,6,0.0,0.5,2.0
2020-03-23 21:49:54,Cayman Islands,5,2.0,1.0,0.0,0.0,4,0.0,76,0.6666666666666667
2020-03-23 21:49:54,Gabon,5,0.0,1.0,0.0,0.0,4,0.0,2,0.0
2020-03-23 21:49:54,Benin,5,3.0,0.0,0.0,0.0,5,0.0,0.4,1.5
2020-03-23 21:49:54,Suriname,5,0.0,0.0,0.0,0.0,5,0.0,9,0.0
2020-03-23 21:49:54,Curaçao,4,1.0,1.0,0.0,0.0,3,0.0,24,0.33333333333333326
2020-03-23 21:49:54,Bahamas,4,0.0,0.0,0.0,0.0,4,0.0,10,0.0
2020-03-23 21:49:54,Congo,4,1.0,0.0,0.0,0.0,4,0.0,0.7,0.33333333333333326
2020-03-23 21:49:54,Greenland,4,0.0,0.0,0.0,0.0,4,0.0,70,0.0
2020-03-23 21:49:54,Guinea,4,2.0,0.0,0.0,0.0,4,0.0,0.3,1.0
2020-03-23 21:49:54,Namibia,4,1.0,0.0,0.0,0.0,4,0.0,2,0.33333333333333326
2020-03-23 21:49:54,Eswatini,4,0.0,0.0,0.0,0.0,4,0.0,3,0.0
2020-03-23 21:49:54,Zimbabwe,3,0.0,1.0,1.0,0.0,2,0.0,0.2,0.0
2020-03-23 21:49:54,Angola,3,1.0,0.0,0.0,0.0,3,0.0,0.09,0.5
2020-03-23 21:49:54,Antigua and Barbuda,3,2.0,0.0,0.0,0.0,3,0.0,31,2.0
2020-03-23 21:49:54,Cabo Verde,3,0.0,0.0,0.0,0.0,3,0.0,5,0.0
2020-03-23 21:49:54,CAR,3,0.0,0.0,0.0,0.0,3,0.0,0.6,0.0
2020-03-23 21:49:54,Djibouti,3,2.0,0.0,0.0,0.0,3,0.0,3,2.0
2020-03-23 21:49:54,El Salvador,3,0.0,0.0,0.0,0.0,3,0.0,0.5,0.0
2020-03-23 21:49:54,Fiji,3,1.0,0.0,0.0,0.0,3,0.0,3,0.5
2020-03-23 21:49:54,Liberia,3,0.0,0.0,0.0,0.0,3,0.0,0.6,0.0
2020-03-23 21:49:54,Niger,3,1.0,0.0,0.0,0.0,3,0.0,0.1,0.5
2020-03-23 21:49:54,St. Barth,3,0.0,0.0,0.0,0.0,3,0.0,304,0.0
2020-03-23 21:49:54,Saint Lucia,3,1.0,0.0,0.0,0.0,3,0.0,16,0.5
2020-03-23 21:49:54,Zambia,3,0.0,0.0,0.0,0.0,3,0.0,0.2,0.0
2020-03-23 21:49:54,Gambia,2,1.0,1.0,1.0,0.0,1,0.0,0.8,1.0
2020-03-23 21:49:54,Sudan,2,0.0,1.0,0.0,0.0,1,0.0,0.05,0.0
2020-03-23 21:49:54,Nepal,2,1.0,0.0,0.0,1.0,1,0.0,0.07,1.0
2020-03-23 21:49:54,Bhutan,2,0.0,0.0,0.0,0.0,2,0.0,3,0.0
2020-03-23 21:49:54,Dominica,2,1.0,0.0,0.0,0.0,2,0.0,28,1.0
2020-03-23 21:49:54,Mauritania,2,0.0,0.0,0.0,0.0,2,0.0,0.4,0.0
2020-03-23 21:49:54,Myanmar,2,2.0,0.0,0.0,0.0,2,0.0,0.04,0.0
2020-03-23 21:49:54,Nicaragua,2,0.0,0.0,0.0,0.0,2,0.0,0.3,0.0
2020-03-23 21:49:54,Sint Maarten,2,1.0,0.0,0.0,0.0,2,0.0,47,1.0
2020-03-23 21:49:54,Belize,1,1.0,0.0,0.0,0.0,1,0.0,3,0.0
2020-03-23 21:49:54,Chad,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 21:49:54,Eritrea,1,0.0,0.0,0.0,0.0,1,0.0,0.3,0.0
2020-03-23 21:49:54,Grenada,1,0.0,0.0,0.0,0.0,1,0.0,9,0.0
2020-03-23 21:49:54,Vatican City,1,0.0,0.0,0.0,0.0,1,0.0,"1,248",0.0
2020-03-23 21:49:54,Montserrat,1,0.0,0.0,0.0,0.0,1,0.0,200,0.0
2020-03-23 21:49:54,Mozambique,1,0.0,0.0,0.0,0.0,1,0.0,0.03,0.0
2020-03-23 21:49:54,Papua New Guinea,1,0.0,0.0,0.0,0.0,1,0.0,0.1,0.0
2020-03-23 21:49:54,St. Vincent Grenadines,1,0.0,0.0,0.0,0.0,1,0.0,9,0.0
2020-03-23 21:49:54,Somalia,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 21:49:54,Syria,1,0.0,0.0,0.0,0.0,1,0.0,0.06,0.0
2020-03-23 21:49:54,Timor-Leste,1,0.0,0.0,0.0,0.0,1,0.0,0.8,0.0
2020-03-23 21:49:54,Turks and Caicos,1,1.0,0.0,0.0,0.0,1,0.0,26,0.0
2020-03-23 22:49:56,China,81171,78.0,3277.0,7.0,73159.0,4735,1573.0,56,0.0009618586067847712
2020-03-23 22:49:56,Italy,63927,4789.0,6077.0,601.0,7432.0,50418,3204.0,"1,057",0.08098008048970207
2020-03-23 22:49:56,USA,43734,10168.0,553.0,140.0,295.0,42886,1040.0,132,0.30292557945540133
2020-03-23 22:49:56,Spain,35136,6368.0,2311.0,539.0,3355.0,29470,2355.0,751,0.22135706340378203
2020-03-23 22:49:56,Germany,29056,4183.0,123.0,29.0,453.0,28480,23.0,347,0.16817432557391543
2020-03-23 22:49:56,Iran,23049,1411.0,1812.0,127.0,8376.0,12861,0.0,274,0.06520935391440985
2020-03-23 22:49:56,France,19856,3838.0,860.0,186.0,2200.0,16796,2082.0,304,0.23960544387563987
2020-03-23 22:49:56,S. Korea,8961,64.0,111.0,7.0,3166.0,5684,59.0,175,0.007193435989659491
2020-03-23 22:49:56,Switzerland,8795,1321.0,120.0,22.0,131.0,8544,141.0,"1,016",0.17674605298367685
2020-03-23 22:49:56,UK,6650,967.0,335.0,54.0,135.0,6180,20.0,98,0.17015660742565553
2020-03-23 22:49:56,Netherlands,4749,545.0,213.0,34.0,2.0,4534,435.0,277,0.12963843958135102
2020-03-23 22:49:56,Austria,4474,892.0,21.0,5.0,9.0,4444,14.0,497,0.24902289223897256
2020-03-23 22:49:56,Belgium,3743,342.0,88.0,13.0,401.0,3254,322.0,323,0.1005586592178771
2020-03-23 22:49:56,Norway,2621,236.0,10.0,3.0,6.0,2605,41.0,483,0.0989517819706498
2020-03-23 22:49:56,Canada,2091,621.0,24.0,4.0,320.0,1747,1.0,55,0.4224489795918367
2020-03-23 22:49:56,Portugal,2060,460.0,23.0,9.0,14.0,2023,47.0,202,0.2875000000000001
2020-03-23 22:49:56,Sweden,2046,112.0,25.0,4.0,16.0,2005,104.0,203,0.05791106514994837
2020-03-23 22:49:56,Brazil,1924,378.0,34.0,9.0,2.0,1888,18.0,9,0.24450194049159113
2020-03-23 22:49:56,Australia,1887,278.0,7.0,0.0,118.0,1762,11.0,74,0.17277812305779983
2020-03-23 22:49:56,Turkey,1529,293.0,37.0,7.0,0.0,1492,0.0,18,0.2370550161812297
2020-03-23 22:49:56,Malaysia,1518,212.0,14.0,4.0,159.0,1345,57.0,47,0.16232771822358338
2020-03-23 22:49:56,Denmark,1450,55.0,24.0,11.0,1.0,1425,55.0,250,0.03942652329749108
2020-03-23 22:49:56,Israel,1442,371.0,1.0,0.0,41.0,1400,29.0,167,0.34640522875817004
2020-03-23 22:49:56,Czechia,1236,116.0,1.0,0.0,7.0,1228,19.0,115,0.10357142857142865
2020-03-23 22:49:56,Japan,1128,27.0,42.0,1.0,235.0,851,49.0,9,0.02452316076294281
2020-03-23 22:49:56,Ireland,1125,219.0,6.0,2.0,5.0,1114,29.0,228,0.24172185430463577
2020-03-23 22:49:56,Ecuador,981,192.0,18.0,4.0,3.0,960,2.0,56,0.24334600760456282
2020-03-23 22:49:56,Luxembourg,875,77.0,8.0,0.0,6.0,861,3.0,"1,398",0.09649122807017552
2020-03-23 22:49:56,Pakistan,875,99.0,6.0,1.0,13.0,856,0.0,4,0.12757731958762886
2020-03-23 22:49:56,Poland,749,115.0,8.0,1.0,13.0,728,3.0,20,0.1813880126182965
2020-03-23 22:49:56,Chile,746,114.0,2.0,1.0,11.0,733,7.0,39,0.1803797468354431
2020-03-23 22:49:56,Thailand,721,122.0,1.0,0.0,52.0,668,7.0,10,0.20367278797996669
2020-03-23 22:49:56,Diamond Princess,712,0.0,8.0,0.0,567.0,137,15.0,,0.0
2020-03-23 22:49:56,Finland,700,74.0,1.0,0.0,10.0,689,13.0,126,0.1182108626198084
2020-03-23 22:49:56,Greece,695,71.0,17.0,2.0,29.0,649,35.0,67,0.11378205128205132
2020-03-23 22:49:56,Iceland,588,20.0,1.0,0.0,51.0,536,14.0,"1,723",0.035211267605633756
2020-03-23 22:49:56,Indonesia,579,65.0,49.0,1.0,30.0,500,0.0,2,0.1264591439688716
2020-03-23 22:49:56,Romania,576,143.0,7.0,4.0,73.0,496,15.0,30,0.3302540415704387
2020-03-23 22:49:56,Saudi Arabia,562,51.0,0.0,0.0,19.0,543,0.0,16,0.09980430528375739
2020-03-23 22:49:56,Singapore,509,54.0,2.0,0.0,152.0,355,14.0,87,0.1186813186813187
2020-03-23 22:49:56,Qatar,501,7.0,0.0,0.0,33.0,468,6.0,174,0.014170040485830038
2020-03-23 22:49:56,India,499,103.0,10.0,3.0,34.0,455,0.0,0.4,0.26010101010101017
2020-03-23 22:49:56,Philippines,462,82.0,33.0,8.0,18.0,411,1.0,4,0.21578947368421053
2020-03-23 22:49:56,Slovenia,442,28.0,3.0,1.0,0.0,439,12.0,213,0.06763285024154597
2020-03-23 22:49:56,Russia,438,71.0,1.0,0.0,17.0,420,0.0,3,0.19346049046321534
2020-03-23 22:49:56,South Africa,402,128.0,0.0,0.0,4.0,398,0.0,7,0.46715328467153294
2020-03-23 22:49:56,Peru,395,32.0,5.0,0.0,1.0,389,19.0,12,0.0881542699724518
2020-03-23 22:49:56,Bahrain,377,43.0,2.0,0.0,164.0,211,3.0,222,0.12874251497005984
2020-03-23 22:49:56,Egypt,366,39.0,19.0,5.0,68.0,279,0.0,4,0.11926605504587151
2020-03-23 22:49:56,Hong Kong,356,38.0,4.0,0.0,100.0,252,4.0,47,0.11949685534591192
2020-03-23 22:49:56,Estonia,352,26.0,0.0,0.0,4.0,348,4.0,265,0.07975460122699385
2020-03-23 22:49:56,Panama,345,32.0,6.0,3.0,1.0,338,33.0,80,0.10223642172523961
2020-03-23 22:49:56,Mexico,316,65.0,3.0,1.0,4.0,309,1.0,2,0.2589641434262948
2020-03-23 22:49:56,Croatia,315,61.0,1.0,0.0,5.0,309,5.0,77,0.24015748031496065
2020-03-23 22:49:56,Argentina,301,35.0,4.0,0.0,51.0,246,0.0,7,0.13157894736842102
2020-03-23 22:49:56,Colombia,277,46.0,3.0,1.0,3.0,271,0.0,5,0.19913419913419905
